sentence	label_name	Language	label_ID
অভিবাসীদের আগমন কাজের জন্য প্রতিযোগিতা বাড়িয়েছে যার ফলে গৃহকর্মীদের জন্য কম কর্মসংস্থানের সুযোগ রয়েছে। তবে, অভিবাসন কর্মসংস্থানের সুযোগে সামান্য প্রভাব ফেলেছে। 6 মার্কিন অর্থনীতিতে অভিবাসনের নেট প্রভাব ইতিবাচক। 7 অভিবাসীরা অর্থনীতিতে শ্রমিকের সংখ্যা বৃদ্ধি করে, যার ফলে উচ্চ অর্থনৈতিক বৃদ্ধি এবং গৃহকর্মীদের উচ্চ মজুরি হয়।	Economic	bn	1.0
নতুন নিয়ম আশ্রয়প্রার্থীদের যুক্তরাষ্ট্রের দক্ষিণ সীমান্তে উপস্থিত হওয়ার সময় আশ্রয়প্রার্থীদের (সাধারণত অভিবাসন বিচারকদের দেওয়া মামলা) শুনানির এবং শাসন করার আরও ক্ষমতা দেয়।	External Regulation and Reputation	bn	14.0
মাইগ্রেশন ম্যানেজমেন্ট ইন্ডিকেটর (এমজিআই) জাতীয় অভিবাসন নীতির অখণ্ডতা মূল্যায়ন করতে এবং প্রাতিষ্ঠানিক সক্ষমতা বৃদ্ধি এবং অভিবাসন কর্মসূচির জন্য ফাঁক এবং অগ্রাধিকার চিহ্নিত করতে একটি কাঠামো প্রদান করে।	External Regulation and Reputation	bn	14.0
যোগ্যতা, শর্ত, স্ট্যাটাস গ্যারান্টি এবং সংশ্লিষ্ট অধিকার সহ প্রতিটি নীতি বিভাগের বিভিন্ন উপ-মাত্রা বিবেচনা করা হয়।	External Regulation and Reputation	bn	14.0
ড্যাশবোর্ডটি পাঁচটি নীতিগত মাত্রার চারপাশে সংগঠিত: প্রাতিষ্ঠানিক সংহতি, অভিবাসনের খরচ কমানো, অভিবাসী এবং পরিবারের অধিকার রক্ষা করা, একীকরণ এবং পুনঃএকীকরণের প্রচার করা এবং উন্নয়নে অভিবাসনের প্রভাব বৃদ্ধি করা।	External Regulation and Reputation	bn	14.0
অভিবাসন প্রবিধানগুলি কোড অফ ফেডারেল রেগুলেশনস (এলিয়েনস এবং সিটিজেনস) এর শিরোনাম 8 এ রয়েছে যা মার্কিন যুক্তরাষ্ট্রের কোড (এলিয়েন এবং জাতীয়তা) এর শিরোনাম 8 এর সমতুল্য।	External Regulation and Reputation	bn	14.0
লিঙ্গ সমতা এবং ন্যায়বিচার প্রচারের প্রয়োজনীয়তা এবং চ্যালেঞ্জগুলি বিশ্বজুড়ে স্পষ্ট।	Fairness and Equality	bn	4.0
তিনি মার্কিন যুক্তরাষ্ট্র সরকার, হোয়াইট হাউস, স্টেট ডিপার্টমেন্ট এবং ইউনাইটেড স্টেটস মিশন টু ইউনাইটেড নেশনস, এজেন্সি ফর ইন্টারন্যাশনাল ডেভেলপমেন্ট (ইউএসএআইডি), এবং স্বাস্থ্য অধিদপ্তর সহ সর্বোচ্চ রাজনৈতিক স্তরে ব্যতিক্রমী নেতৃত্ব এবং ক্ষমতা তৈরি করেছেন। . মানব সম্পদ. এবং মানব সেবা (HHS)।	Fairness and Equality	bn	4.0
যেহেতু ট্রাম্প প্রশাসন লিঙ্গ সংক্রান্ত সমস্যাগুলি, বিশেষত যৌন ও প্রজনন স্বাস্থ্য এবং LGBTQI+ অধিকারগুলির উপর আক্রমণ চালিয়ে যাচ্ছে, বিডেন প্রশাসন মার্কিন বৈশ্বিক স্বাস্থ্য ও উন্নয়ন লক্ষ্য অর্জনের জন্য প্রয়োজনীয় লিঙ্গ সমতা এবং সমতাকে এগিয়ে নেওয়ার জন্য একটি কৌশলগত বাধ্যবাধকতার মুখোমুখি হচ্ছে। দেখায় যে অর্থনৈতিক সমৃদ্ধি এবং জাতীয় নিরাপত্তা অর্জন করা যেতে পারে।	Fairness and Equality	bn	4.0
যদিও অন্যান্য প্রশাসনে নারী ও মেয়েদের জন্য নিবেদিত অফিস রয়েছে, বর্তমান হোয়াইট হাউস জেন্ডার পলিসি কাউন্সিল হল প্রেসিডেন্সির প্রথম পলিসি কাউন্সিল যেটি নারী ও মেয়েদের সহ জেন্ডার ইক্যুইটি এবং লিঙ্গ সমতার উপর ফোকাস করে, তবে এটি আরও অন্তর্ভুক্তিমূলক এবং প্রশস্ত। . LGBTQI+ সমস্যা সহ লিঙ্গ বিষয়সূচি।	Fairness and Equality	bn	4.0
হোয়াইট হাউসের সম্ভবত আন্তঃসংস্থা প্রক্রিয়াগুলি সংগঠিত এবং সমন্বয় করার দায়িত্ব থাকবে যেগুলি এজেন্সি এবং প্রতিষ্ঠানগুলির মধ্যে উত্তেজনা এবং প্রতিযোগিতা পরিচালনা করতে হবে এবং প্রশাসন থেকে চলমান উচ্চ-স্তরের এবং কর্মীদের সমর্থন প্রয়োজন।	Fairness and Equality	bn	4.0
ইউএস চেম্বার অফ কমার্সের মতে, বৈচিত্র্য, ইক্যুইটি এবং অন্তর্ভুক্তি (প্রায়ই DEI বলা হয়) হল একটি সামাজিক উন্নয়ন কাঠামো যা ব্যবসার সেটিংসে প্রয়োগ করা যেতে পারে।	Fairness and Equality	bn	4.0
মহামারীটি অভিবাসীদের মুখোমুখি হওয়া স্বাস্থ্য এবং অর্থনৈতিক চ্যালেঞ্জগুলিকে আরও বাড়িয়ে তুলেছে এবং মার্কিন-মেক্সিকো সীমান্তে অভিবাসীদের কার্যকলাপ বৃদ্ধির সাথে সাথে অভিবাসীদের চাহিদা মোকাবেলা করা ক্রমশ গুরুত্বপূর্ণ হয়ে উঠেছে।	Health and Safety	bn	9.0
যদিও অনেক অ-বয়স্ক নাগরিক পূর্ণ-সময়ের কর্মীদের সাথে পরিবারে বাস করে, তারা ব্যক্তিগত বীমার কম অ্যাক্সেসের সম্মুখীন হয় কারণ তারা কম এবং কম বেতনের চাকরিতে এবং এমন শিল্পে যেখানে নিয়োগকর্তারা পেনশন দেওয়ার সম্ভাবনা কম থাকে সেখানে কাজ করার সম্ভাবনা বেশি। - স্পনসরশিপ রিপোর্ট।	Health and Safety	bn	9.0
B. কিছু অভিবাসী, যেমন অস্থায়ী সুরক্ষা স্ট্যাটাস ধারক, তারা আইনগত কিন্তু অযোগ্য এবং মেডিকেড বা CHIP-এর জন্য যোগ্য নয়, তারা কতদিন ধরে দেশে আছেন তার উপর নির্ভর করে।	Health and Safety	bn	9.0
DACA স্ট্যাটাসযুক্ত ব্যক্তিরা স্বাস্থ্য বীমা যোগ্যতার জন্য আইনত উপলব্ধ বলে বিবেচিত হয় না এবং সেন্টার ফর মেডিকেয়ার অ্যান্ড মেডিকেড পরিষেবা (CMS) দ্বারা জারি করা প্রবিধানের অধীনে কভারেজ বিকল্পগুলির জন্য যোগ্য নয়।	Health and Safety	bn	9.0
যদিও তারা কভারেজের জন্য যোগ্যতা অর্জন করে, অনেক অভিবাসী পরিবার তাদের নথিভুক্ত করার সময় অনেক বাধার সম্মুখীন হওয়ার কারণে বীমামুক্ত থাকে, যার মধ্যে রয়েছে ভয়, যোগ্যতা প্রক্রিয়া সম্পর্কে বিভ্রান্তি, তালিকাভুক্তি প্রক্রিয়ায় অসুবিধা এবং ভাষা ও সাক্ষরতার সমস্যা।	Health and Safety	bn	9.0
গবেষণা দেখায় যে ট্রাম্প প্রশাসনের অভিবাসন নীতির পরিবর্তনগুলি অভিবাসী পরিবারগুলিকে যোগ্য হওয়া সত্ত্বেও নিজেদের এবং/অথবা তাদের সন্তানদের Medicaid এবং CHIP-এ নথিভুক্ত করার বিষয়ে উদ্বিগ্ন করে তুলছে৷	Health and Safety	bn	9.0
"জেনিফার চ্যাকন, ""রাজ্যগুলি অপরাধমূলক রেকর্ড, পাবলিক অনুদান প্রাপক, ক্রীতদাস এবং মুক্ত কৃষ্ণাঙ্গদের সহ সমস্ত গোষ্ঠীকে রাষ্ট্রীয় লাইনে প্রবেশ করতে বাধা দেওয়ার জন্য ডিজাইন করা আইন পাস করেছে।"""	Legality, Constitutionality, Jurisdiction	bn	5.0
"""আমান্ডা ফ্রস্ট অভিবাসন এবং সাংবিধানিক আইনে তার দক্ষতা এবং অভিজ্ঞতার সাথে আমাদের অনুষদের জন্য একটি উত্তেজনাপূর্ণ সংযোজন,"" বলেছেন ডিন রিসা গোলুবফ৷"	Legality, Constitutionality, Jurisdiction	bn	5.0
"""এই বইটির জন্য ধারণাটি আমার কাছে এসেছিল যখন আমি আমেরিকার ইতিহাস জুড়ে তাদের নাগরিকত্ব হারানো লোকদের গল্প দেখেছিলাম এবং বুঝতে পেরেছিলাম যে এটি আমি আগে ভেবেছিলাম তার চেয়ে অনেক বিস্তৃত ঘটনা,"" ফ্রস্ট বলেছিলেন।"	Legality, Constitutionality, Jurisdiction	bn	5.0
"ফৌজদারি বিচার ব্যবস্থাকে কাজ করতে দেখে, তিনি ""এর একটি অংশ হতে চেয়েছিলেন এবং এমন লোকদের প্রতিনিধিত্ব করতে চেয়েছিলেন যারা তাদের কণ্ঠ শুনতে চায় না।"" কলেজের পর, তিনি এক বছর নাগরিক অধিকার আইনে প্যারালিগাল হিসাবে কাজ করেছিলেন। তিনি যে ইনস্টিটিউট এবং স্কুল থেকে স্নাতক হয়েছেন সেখানে আইন অধ্যয়নের জন্য আবেদন করেছিলেন।"	Legality, Constitutionality, Jurisdiction	bn	5.0
"""আমি [অভিবাসন] বিষয়গুলিকে রাজনৈতিক ইস্যু থেকে আইনি ব্যাখ্যা এবং সরকারের তিনটি শাখার মধ্যে সম্পর্ক সম্পর্কে জটিল সাংবিধানিক প্রশ্ন সব ফ্রন্টে আকর্ষণীয় বলে মনে করি,"" তিনি বলেছিলেন।"	Legality, Constitutionality, Jurisdiction	bn	5.0
পূর্বে অপরাধের জন্য দোষী সাব্যস্ত অভিবাসীদের গ্রেপ্তার করে রাজ্য কর্তৃপক্ষকে ফেডারেল অভিবাসন আইন প্রয়োগ করার অনুমতি দেওয়া হয়েছে।	Legality, Constitutionality, Jurisdiction	bn	5.0
"আপনি সেই অফিসারের দিকে তাকিয়ে বলবেন, ""আপনি কি আমার দিকে তাকিয়ে বলতে পারেন না আমি ভালো আছি?"" আপনি হয়তো ভাবছেন। দুর্ভাগ্যবশত এই সত্য নয়. যথেষ্ট"	Morality	bn	3.0
অতএব, আপনি যদি মেডিকেল মারিজুয়ানা বা বিনোদনমূলক গাঁজা ধূমপান করেন, তাহলে আপনাকে নৈতিকভাবে নিকৃষ্ট ব্যক্তি হিসাবে বিবেচনা করা যেতে পারে, এমনকি যদি এটি আপনার রাজ্যে বৈধ হয় এবং আপনি কখনই গ্রেফতার বা নিয়ন্ত্রিত পদার্থের জন্য দোষী সাব্যস্ত হননি।	Morality	bn	3.0
নৈতিক চরিত্র এবং আইনসম্মত স্থায়ী বাসিন্দা (এলপিআর)। আপনি যদি একজন বৈধ স্থায়ী বাসিন্দা (LPR) হন এবং মার্কিন নাগরিকত্ব/নাগরিকত্বের জন্য আবেদন করতে চান, তাহলে আপনার বৈধ স্থায়ী বসবাসের সময় আপনাকে অবশ্যই USCIS কর্মকর্তাদের কাছে গ্রহণযোগ্য নৈতিক চরিত্র প্রদর্শন করতে হবে।	Morality	bn	3.0
ইমিগ্রেশন আদালতে নৈতিক চরিত্র এবং পদ্ধতি। যখন একজন ব্যক্তি USCIS দ্বারা নির্বাসন বা অপসারণের শিকার হন, তখন তাদের অবশ্যই ভাল নৈতিক চরিত্র প্রদর্শন করতে হবে।	Morality	bn	3.0
একটি সাধারণ উদাহরণে, যখন কেউ গুরুতর আঘাত বা মানসিক অপব্যবহারের কারণে মার্কিন নাগরিকত্বের জন্য আবেদন করে, তখন মার্কিন যুক্তরাষ্ট্রে তাদের সময়কালে উল্লেখযোগ্য সাফল্যের প্রমাণ সেই ব্যক্তির সম্পূর্ণ মামলাকে দুর্বল করতে পারে।	Morality	bn	3.0
যদি তারা প্রথম বছরে আবেদন না করে, তাহলে তারা আশ্রয় পাওয়ার সুযোগ হারাবে।	Other	bn	15.0
200,000 এরও বেশি আফগান, ইউক্রেনীয়, ভেনিজুয়েলান, নিকারাগুয়ান, কিউবান এবং হাইতিয়ানরা সবচেয়ে আনুষ্ঠানিক মানবিক প্যারোল প্রক্রিয়ার মধ্য দিয়ে গেছে।	Other	bn	15.0
হোয়াইট হাউস এবং হোমল্যান্ড সিকিউরিটি কর্মকর্তারা অভিবাসন সংকট এবং মার্কিন-মেক্সিকো সীমান্তের মধ্যে মার্কিন যুক্তরাষ্ট্রে অভিবাসীদের প্রবেশ সীমিত করতে অতিরিক্ত বিধিনিষেধ নিয়ে আলোচনা শুরু করেছে।	Other	bn	15.0
"""ব্যবস্থাপনার বিষয় হিসাবে, আমরা কোনও নীতির সাথে এগিয়ে যাওয়ার আগে সমস্ত আইনি বিবেচনা বিবেচনা করি এবং নতুন প্রস্তাবিত প্রবিধানগুলি এই বিবেচনাগুলিকে প্রতিফলিত করে,"" একজন সরকারী কর্মকর্তা একটি বিবৃতিতে বলেছেন।"	Other	bn	15.0
সিএনএন সূত্র জানায়, মার্কিন যুক্তরাষ্ট্রের দক্ষিণ সীমান্তে রেকর্ড সংখ্যক অভিবাসীর আগমন কর্তৃপক্ষের আশংকা করায় অভিবাসন ব্যবস্থা সংস্কারের প্রস্তাব স্থবির হয়ে পড়েছে।	Other	bn	15.0
"""এটি আমাদের শীর্ষ অগ্রাধিকার নয়, এটি আমাদের দ্বিতীয় অগ্রাধিকার নয়,"" একজন প্রশাসনিক কর্মকর্তা এর আগে সাংবাদিকদের বলেছিলেন, মার্কিন যুক্তরাষ্ট্রে অ্যাপের ব্যবহার সহ আইনি অ্যাক্সেস খোলার প্রচেষ্টার উপর জোর দিয়েছিলেন এবং জোর দিয়েছিলেন যে সংস্কারের ভোটের দায়িত্ব বর্তায়। কংগ্রেসের সাথে। ."	Other	bn	15.0
অভিবাসন চিকিৎসা পরীক্ষার অংশ হিসাবে, আবেদনকারী, সিভিল সার্জন এবং অন্যান্য সমস্ত স্বাস্থ্যসেবা প্রদানকারী যারা আবেদনকারীকে মূল্যায়ন করেন তাদের অবশ্যই ফর্মটিতে স্বাক্ষর করতে হবে এবং তারা যা বলেছেন তা সত্য বলে প্রত্যয়ন করতে হবে।	Policy Prescription and Evaluation	bn	6.0
যদি শরণার্থীর শুধুমাত্র টিকা পরীক্ষার প্রয়োজন হয়, তবে ফর্মের যে অংশগুলি পূরণ করতে হবে তা হল আবেদন তথ্য, ভ্যাকসিন পরীক্ষা এবং শংসাপত্র।	Policy Prescription and Evaluation	bn	6.0
USCIS একটি নির্দিষ্ট শারীরিক বা বিকাশগত অক্ষমতা বা বুদ্ধিবৃত্তিক অক্ষমতা দ্বারা প্রভাবিত একজন আবেদনকারীকে গ্রহণ করে যখন একই অক্ষমতা বা ব্যাধি দ্বারা প্রভাবিত অন্য আবেদনকারী অক্ষমতা মওকুফের জন্য যোগ্য।	Policy Prescription and Evaluation	bn	6.0
একটি অক্ষমতা মওকুফ শুধুমাত্র ফর্ম N-648 পূরণ করার মাধ্যমে প্রাপ্ত করা যেতে পারে, যার প্রমাণ প্রয়োজন যে আবেদনকারীর শারীরিক বা মানসিক অক্ষমতা বা বুদ্ধিবৃত্তিক অক্ষমতা আবেদনকারীকে ইংরেজি ভাষা বা নাগরিকত্বের প্রয়োজনীয়তা বা উভয়ই পূরণ করতে বাধা দেয়। যুক্তিসঙ্গত বাসস্থান.	Policy Prescription and Evaluation	bn	6.0
টেলিহেলথ মেডিকেল পরীক্ষার জন্য অনুবাদ পরিষেবা প্রদানকারী অনুবাদকদের ফর্ম N-648, ইন্টারপ্রেটার সার্টিফিকেশন পূরণ করতে হবে না।	Policy Prescription and Evaluation	bn	6.0
কয়েক বছর ধরে, কংগ্রেস ব্যাপক অভিবাসন সংস্কারের বিষয়ে একমত হতে ব্যর্থ হয়েছে, কার্যকরভাবে কিছু মূল নীতিগত সিদ্ধান্তকে নির্বাহী ও বিচার বিভাগীয় শাখায় স্থানান্তরিত করেছে এবং রাজ্য ও স্থানীয় সরকার চেম্বারে বিতর্ককে উসকে দিয়েছে।	Political	bn	13.0
ট্রাম্প-যুগের নীতিগুলি উল্টাতে বিডেনের পদক্ষেপগুলির মধ্যে রয়েছে মার্কিন অভিবাসন নিষেধাজ্ঞাগুলি শিথিল করা, ভ্রমণ নিষেধাজ্ঞার অবসান, গ্রিন কার্ড প্রক্রিয়াকরণের উপর স্থগিতাদেশ তুলে নেওয়া এবং মার্কিন যুক্তরাষ্ট্র-মেক্সিকো বরাবর একটি প্রাচীর নির্মাণ বন্ধ করা।	Political	bn	13.0
এদিকে, দক্ষিণ সীমান্তে অভিবাসীদের একটি ঐতিহাসিক আগমন বিডেনের প্রচেষ্টাকে আরও দুর্বল করার হুমকি দেয়: মে 2022 সালে, সীমান্তে আশংকা প্রায় 240,000 এ পৌঁছেছিল, মহামারী-সম্পর্কিত পতনের পরে 20 বছরের সর্বোচ্চ।	Political	bn	13.0
আমেরিকার 2022 শীর্ষ সম্মেলনে, 23 জন পশ্চিম গোলার্ধের নেতারা উদ্বাস্তু জনসংখ্যার জন্য সাহায্য বাড়ানোর লক্ষ্যে একটি অভিবাসন চুক্তিতে সম্মত হয়েছেন, সীমান্ত ব্যবস্থাপনার উন্নতি এবং জরুরি প্রতিক্রিয়ার আরও ভাল সমন্বয় সাধনের লক্ষ্যে।	Political	bn	13.0
বিডেন এবং মেক্সিকোর প্রেসিডেন্ট আন্দ্রেস ম্যানুয়েল লোপেজ ওব্রাডোরও দক্ষিণ যুক্তরাষ্ট্র সফর করেছেন। অস্থায়ী কাজের ভিসা বাড়ানো এবং সীমান্ত নজরদারিতে বিনিয়োগ বাড়ানোর জন্য একটি যৌথ সীমান্ত নিরাপত্তা অবকাঠামো পরিকল্পনার প্রস্তাব করা হয়েছে।	Political	bn	13.0
"""1920 এর আগে, অভিবাসন বিতর্কের সাধারণ প্রবণতা নেতিবাচক ছিল, কিন্তু একটি প্রজন্মের মধ্যে - 1945 থেকে 1965 পর্যন্ত - এটি খুব ইতিবাচক হয়ে ওঠে,"" বলেছেন অর্থনীতির অধ্যাপক এবং অর্থনৈতিক ইতিহাসবিদ রন আব্রামিৎস্কি৷ স্ট্যানফোর্ড ইউনিভার্সিটি কৃত্রিম বুদ্ধিমত্তা গবেষকদের সাথে নতুন কাজ প্রকাশ করার জন্য দলবদ্ধ হয়েছে।"	Public Sentiment	bn	12.0
কার্ড এবং আব্রামিটস্কি ছাড়াও, দলে স্ট্যানফোর্ডের কম্পিউটার বিজ্ঞানী সেরেনা চ্যাং অন্তর্ভুক্ত রয়েছে। ক্রিস বেকার, স্ট্যানফোর্ডের একজন অর্থনীতিবিদ। জুলিয়া মেন্ডেলসোহন, মিশিগান বিশ্ববিদ্যালয়ের একজন তথ্য বিজ্ঞানী। ড্যান জুরাফস্কি স্ট্যানফোর্ডের ভাষাবিজ্ঞান এবং কম্পিউটার বিজ্ঞানের অধ্যাপক। ; অধ্যাপক; রব ভয়গট, ভাষাবিজ্ঞানের সহকারী অধ্যাপক, নর্থওয়েস্টার্ন ইউনিভার্সিটি।	Public Sentiment	bn	12.0
একটি মেশিন লার্নিং মডেল তৈরি করতে যা নির্ভুলভাবে অভিবাসী কণ্ঠস্বর সনাক্ত করতে পারে, দলটি ম্যানুয়ালি মানব গবেষকদের বক্তৃতা নমুনা স্কোর করেছে যে তারা ইতিবাচক, নেতিবাচক বা নিরপেক্ষ কিনা এবং তারা কীভাবে অভিবাসীদের চিত্রিত করেছে তা নির্ধারণ করতে।	Public Sentiment	bn	12.0
সাম্প্রতিক রাজনৈতিক বক্তৃতায় অভিবাসী-পন্থী স্বর সারা দেশে ক্রমবর্ধমান ইতিবাচক মনোভাবকে প্রতিফলিত করে।	Public Sentiment	bn	12.0
গত মাসে রিপোর্ট করা হিসাবে, অবৈধ অভিবাসন এই বছর মূল্যায়ন করা 14 টি সমস্যার মধ্যে জাতিগত অন্তর্ভুক্তির জন্য দ্বিতীয় সর্বোচ্চ পাবলিক ইস্যু।	Public Sentiment	bn	12.0
"""আশ্রয় নিষেধাজ্ঞার বিষয়ে রাষ্ট্রপতি বিডেনের উপর আমাদের চাপ দেওয়ার দরকার নেই, আমরা এই ভয়ানক অন্যায়ের বিরুদ্ধে তাদের আওয়াজ তুলতে জনগণকে সংগঠিত করছি,"" বলেছেন #ওয়েলকামউইথডিগনিটি কোয়ালিশনের অন্তর্বর্তী প্রচারণা পরিচালক বিলাল আসিয়ার। অভিবাসন আইন এবং আইনি প্রতিষ্ঠান।"	Public Sentiment	bn	12.0
ওয়ার্ল্ড হেলথ অর্গানাইজেশন জীবনের মানকে একজনের লক্ষ্য সম্পর্কে বাস্তবতার উপলব্ধির একটি বিষয়গত মূল্যায়ন হিসাবে সংজ্ঞায়িত করে, যা একজনের সংস্কৃতি এবং মূল্য ব্যবস্থার লেন্সের মাধ্যমে দেখা হয়।	Quality of Life	bn	10.0
যারা ভিত্তিহীন, মিথ্যা বা দূষিত দাবির সাথে সিস্টেমের অপব্যবহার করে তাদের জন্য প্রশাসনিক খরচ এবং আইনি সহায়তার জন্য এটি আমাদের আশ্রয় ব্যবস্থার মিলিয়ন মিলিয়ন ডলার খরচ করবে - দেখুন আশ্রয় ব্যবস্থার অপব্যবহারের বোঝা এবং ক্রমবর্ধমান খরচ সম্পর্কে আমাদের ব্রিফিং।	Quality of Life	bn	10.0
"যানজট আরও খারাপ হচ্ছে - লন্ডন এখন বিশ্বের সবচেয়ে যানজটপূর্ণ শহর, ক্রমবর্ধমান যানজটের কারণে ""স্মার্ট মোটরওয়ে""-এ পরিবর্তন করার জন্য সরকারের উন্মত্ত সিদ্ধান্তকে চালিত করা হয়েছে, ট্র্যাফিক ডেটা ফার্ম এনরিক্স খুঁজে পেয়েছে। ড্রাইভিং নিরাপত্তা হ্রাস করুন এবং পরিবারকে ঝুঁকির মধ্যে রাখুন, শক্ত কাঁধ থেকে মুক্তি পান।"	Quality of Life	bn	10.0
আর এসব কিছু উল্লেখ না করেই জননিরাপত্তার দুঃস্বপ্নের সৃষ্টি হয়েছে হাজার হাজার অবৈধ অভিবাসী যারা নৌকা, প্লেন ও ট্রাকে করে দেশে প্রবেশ করেছে তাদের খুঁজে বের করতে না পারা এবং যারা দেশে প্রবেশ করছে তাদের পরিচয়পত্র ইচ্ছাকৃতভাবে নষ্ট করার প্রবণতা। .	Quality of Life	bn	10.0
আইন যেগুলি অনাগরিকদের বিরুদ্ধে বৈষম্য করে এবং প্রোগ্রাম এবং নীতিগুলি যা তাদের বিশেষ চাহিদা এবং দুর্বলতাগুলিকে মোকাবেলা করতে ব্যর্থ হয় সেগুলি প্রায়শই পরিবার এবং তাদের পরিবারকে প্রয়োজনীয় পরিষেবাগুলি অ্যাক্সেস করতে বাধা দেয়।	Quality of Life	bn	10.0
বয়স, পারিবারিক জ্যেষ্ঠতা, জাতি/জাতি, বৈবাহিক অবস্থা এবং সন্তানের উপস্থিতি বা অনুপস্থিতির মতো ব্যক্তিগত এবং পারিবারিক কারণগুলির দ্বারা একজন মহিলার স্থানান্তর করার ক্ষমতা সীমিত হতে পারে।	Quality of Life	bn	10.0
অভিবাসীরা তাদের জাতিগত বিশ্বাসের কারণে অমানবিক, দোষী, নির্বিচারে আটক এবং কখনও কখনও তাদের সন্তানদের থেকে আলাদা করা হয়।	Quality of Life	bn	10.0
বাধা এবং দেয়াল এই বিশ্বাস থেকে উদ্ভূত হয় যে নিরাপদ এবং সুশৃঙ্খল চলাচলের রুটগুলি বন্ধ করা এবং ইচ্ছাকৃতভাবে তাদের কঠোর করার ফলে লোকেরা তাদের জমি ছেড়ে যেতে কম ইচ্ছুক হবে।	Quality of Life	bn	10.0
অভিবাসীদের অবশ্যই দেখাতে হবে যে তারা দেশে ফেরার সময় নিপীড়নের ভয় পায়।	Quality of Life	bn	10.0
আবাসনের সামর্থ্য, জীবনযাত্রার ব্যয়, ভ্রমণের সময়, দূষণ, অপরাধ, স্বাস্থ্য, ক্রয়ক্ষমতা, বিনোদন এবং কর্মসংস্থান সহ বিভিন্ন বিষয়ে সারাদেশে জনগণের সমীক্ষার মাধ্যমে এই সংখ্যা নির্ধারণ করা হয়েছে।	Quality of Life	bn	10.0
9/11 থেকে, ডিপার্টমেন্ট অফ হোমল্যান্ড সিকিউরিটি (DHS) এবং ফেডারেল সরকার, সরকারী এবং বেসরকারী সেক্টরে এবং জাতীয় এবং বিশ্বব্যাপী সম্প্রদায়গুলিতে তার অনেক অংশীদারদের সাথে, নতুন যা আছে তা নাটকীয়ভাবে পুনরুদ্ধার এবং উন্নত করার জন্য কাজ করেছে৷ স্বদেশ. নিরাপত্তা শারীরিক নিরাপত্তা. গতিশীল হুমকিগুলি সমস্ত ধরণের আক্রমণ এবং বিপর্যয় থেকে প্রশমিত, প্রতিক্রিয়া এবং পুনরুদ্ধার করার ক্ষমতা উন্নত করে।	Security and Defense	bn	8.0
ইউএস সিটিজেনশিপ অ্যান্ড ইমিগ্রেশন সার্ভিসেস (ইউএসসিআইএস) একটি মেশিন-পাঠযোগ্য ক্ষেত্র অন্তর্ভুক্ত করার জন্য তার কর্মসংস্থানের অনুমতিগুলি আপডেট করেছে যা সীমান্ত নিয়ন্ত্রণ অফিসারদের অভিবাসনের জন্য অনুমোদিত ব্যক্তিদের আরও কার্যকরভাবে সনাক্ত করতে দেয় এবং পূর্বে ইউএসসিআইএস অফিসারদের দ্বারা স্ক্রীন করা হয়েছে৷	Security and Defense	bn	8.0
ইউ.এস. কোস্ট গার্ড যুদ্ধদল, সন্ত্রাসবাদ প্রতিরোধ এবং গণবিধ্বংসী অস্ত্রের উপস্থিতি এবং মোতায়েন সহ একটি উল্লেখযোগ্য আমেরিকান বাহিনী তৈরি করে হুমকির প্রতিক্রিয়া জানাতে নৌবাহিনীর ক্ষমতা বাড়ায়। সামুদ্রিক নিরাপত্তা এবং বন্দর নিরাপত্তা দলগুলিকে দ্রুত সাড়া দেওয়ার ক্ষমতা। অভ্যন্তরীণ ব্রাউজিং হুমকি এবং পরবর্তী প্রতিক্রিয়া.	Security and Defense	bn	8.0
বিকিরণ সনাক্তকরণ: CBP বিশ্বজুড়ে বন্দর, স্থল সীমানা এবং ডাক সুবিধাগুলিতে রেডিয়েশন গেট স্ক্রিন এবং অন্যান্য বিকিরণ সনাক্তকরণ প্রযুক্তি স্থাপন করেছে।	Security and Defense	bn	8.0
9/11 থেকে, ডিপার্টমেন্ট অফ হোমল্যান্ড সিকিউরিটি (DHS) এবং ফেডারেল সরকার, সরকারী এবং বেসরকারী সেক্টরে এবং জাতীয় এবং বিশ্বব্যাপী সম্প্রদায়গুলিতে তার অনেক অংশীদারদের সাথে, নতুন যা আছে তা নাটকীয়ভাবে পুনরুদ্ধার এবং উন্নত করার জন্য কাজ করেছে৷ স্বদেশ. নিরাপত্তা শারীরিক নিরাপত্তা. গতিশীল হুমকিগুলি সমস্ত ধরণের আক্রমণ এবং বিপর্যয় থেকে প্রশমিত, প্রতিক্রিয়া এবং পুনরুদ্ধার করার ক্ষমতা উন্নত করে।	Security and Defense	bn	8.0
"আধুনিক পাঠকরা লিবার্টি বন্ডের জন্য অর্থ সংগ্রহের জন্য 20 শতকের গোড়ার দিকে পুরুষ এবং মহিলা ক্লাব দ্বারা আয়োজিত ""পুরুষ এবং মহিলা"" বিবাহের প্রশংসা করতে পারেন।"	Capacity and Resources	bn	2.0
তিনি যীশুর মতো সমকামিতার সাংস্কৃতিক দিকগুলি, তাঁর কল্পিত বিবাহ এবং মার্ক টোয়েনের গল্প - কীভাবে তিনি কেট উইলসনকে বিয়ে করেছিলেন, যার কাজ ন্যান্সি জ্যাকসন প্রকাশ করার সাহস করেননি।	Capacity and Resources	bn	2.0
